id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price,adjusted_price
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,26.95,2159617507.0,52,2699656899,13205337,27.17,26.73,-0.141521161075431,-0.52231,-10545059.809103966,-0.48591000000000006,79995999.05112354,100000000.0,100000000.0,50.43,-46.46474,2025-01-03T19:12:43.038Z,0.11125499999999999,24167.33415,2019-04-28T00:00:00.000Z,"{'times': 91.78358785779436, 'currency': 'usd', 'percentage': 9178.358785779435}",2025-03-12T21:20:25.203Z,26.95,32.339999999999996
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,10.56,2108810477.0,53,10544053584,639575093,10.71,10.08,-0.09108358140021801,-0.85484,-20131599.7735312,-0.9456200000000001,199999977.236,1000000000.0,1000000000.0,73.43,-85.68208,2025-01-19T11:50:34.806Z,4.29,145.03693,2025-01-18T03:40:29.231Z,,2025-03-12T21:20:21.025Z,10.56,12.672
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET_Token_Icon.png?1710013505,0.02434282,2091011994.0,54,2091011994,67384512,0.02501486,0.02305578,8.251000000000001e-05,0.34011,7350236.0,0.35276,85985041177.0,85985041177.0,86712634466.0,0.280991,-91.37034,2021-04-19T01:08:21.675Z,0.00191713,1164.83547,2020-03-13T02:29:59.652Z,"{'times': 3.478729660586552, 'currency': 'eth', 'percentage': 347.8729660586552}",2025-03-12T21:20:16.347Z,0.02434282,0.029211384
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.997456,2074676227.0,55,2074676227,6158808503,1.004,0.9939819999999999,-0.000905999513515,-0.09075000000000001,-9654029.283933163,-0.46317,2077717049.930472,2077717049.930472,,1.15,-13.27168,2025-02-03T02:30:49.959Z,0.9403769999999999,6.18414,2024-12-05T22:30:51.394Z,,2025-03-12T21:20:16.850Z,0.997456,1.1969471999999999
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,3.71,1985977823.0,56,4082975266,227106542,3.73,3.16,0.5117189999999999,16.00535,275866432.0,16.13149,537233712.821426,1104499726.027065,,20.85,-82.2752,2024-02-10T14:30:02.495Z,2.08,77.383,2023-10-31T15:14:31.951Z,,2025-03-12T21:20:23.996Z,3.71,4.452
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.372558,1966929110.0,57,5581590145,277647082,0.39931099999999997,0.35755899999999996,-0.026063789903255002,-6.53847,-141912044.12897182,-6.72939,5285937500.0,15000000000.0,,1.52,-75.58117,2024-04-11T13:15:15.057Z,0.195078,89.97793,2024-09-06T21:04:48.253Z,,2025-03-12T21:20:26.505Z,0.372558,0.4470696
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.21578599999999998,1850469045.0,58,2235103162,79745133,0.22356399999999998,0.209194,-0.001644141301066,-0.75617,-16632153.661279678,-0.8908,8590436131.195889,10376023854.8978,,1.29,-83.30222,2024-03-13T18:55:06.692Z,0.19408299999999998,10.77407,2025-03-11T01:10:51.470Z,,2025-03-12T21:20:21.264Z,0.21578599999999998,0.2589432
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.070196,1812654941.0,59,1814136751,96374453,0.071961,0.06613000000000001,-0.001002207116614,-1.4076300000000002,-24289497.9546113,-1.3222800000000001,25826487850.01926,25847600496.84979,28704026601.0,0.20741099999999998,-66.19732,2024-08-01T00:40:47.164Z,0.00017105,40888.39446,2022-05-26T14:42:59.316Z,,2025-03-12T21:20:18.500Z,0.070196,0.0842352
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,2.79,1797852580.0,60,5476236624,141515216,2.85,2.68,0.00143165,0.051250000000000004,4110841.0,0.22918000000000002,643341252.0,1959609461.0,1959609461.0,236.84,-98.82304,2021-04-01T13:29:41.564Z,2.48,12.51943,2025-03-11T01:10:57.279Z,,2025-03-12T21:20:17.781Z,2.79,3.348
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,3.92,1724885102.0,61,1724885102,125451709,3.9699999999999998,3.76,-0.046269955881586,-1.16647,-20088559.265472412,-1.15122,440038205.255624,440038205.255624,,44.45,-91.17929,2022-01-17T00:34:41.497Z,1.16,237.96843,2020-03-13T02:27:44.591Z,"{'times': 38.20402828529106, 'currency': 'usd', 'percentage': 3820.402828529106}",2025-03-12T21:20:16.915Z,3.92,4.704
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,3.99,1713423207.0,62,3473482083,50457348,4.03,3.96,-0.003914796108528001,-0.09804,-1634435.4227278233,-0.09530000000000001,429525837.0,870742437.0,1000000000.0,4.07,-2.0943,2025-03-04T14:41:31.962Z,0.398142,901.67472,2023-01-21T10:15:39.503Z,,2025-03-12T21:20:27.122Z,3.99,4.788
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.195245,1654051297.0,63,1654087933,91434804,0.200545,0.186695,-0.001496924187519,-0.7608600000000001,-14474250.335863113,-0.8674900000000001,8485256162.495728,8485444105.447806,10000000000.0,3.56,-94.52363,2019-06-20T14:51:19.480Z,0.087513,122.84803,2023-09-11T19:42:08.247Z,"{'times': -0.9186481109636551, 'currency': 'usd', 'percentage': -91.86481109636551}",2025-03-12T21:20:21.927Z,0.195245,0.234294
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,3.03,1570450688.0,64,1615224459,228051367,3.16,2.86,0.03874542,1.29368,19292523.0,1.24375,517716590.0562826,532476763.3362826,,13.53,-77.64781,2024-03-17T16:30:24.636Z,0.03665669,8153.06583,2020-06-16T13:22:25.900Z,,2025-03-12T21:20:21.769Z,3.03,3.6359999999999997
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.349408,1544738561.0,65,3495427213,212384885,0.352232,0.32706399999999997,0.00415734,1.20415,20551225.0,1.34834,4419312625.0,10000000000.0,10000000000.0,2.39,-85.42512,2024-01-12T12:29:59.231Z,0.30197199999999996,15.36869,2025-03-11T01:11:04.162Z,,2025-03-12T21:20:24.678Z,0.349408,0.4192896
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,6.11,1535045811.0,66,6130669083,195133310,6.59,5.35,0.641751,11.74255,166299578.0,12.14977,250517149.37,1000515900.61,,7.31,-16.06915,2025-02-26T16:11:25.410Z,1.0,513.65059,2025-02-14T03:11:08.309Z,,2025-03-12T21:20:23.915Z,6.11,7.332
arbitrum-bridged-usdt-arbitrum,usdt,Arbitrum Bridged USDT (Arbitrum),https://coin-images.coingecko.com/coins/images/35073/large/logo.png?1707292836,0.998605,1454500977.0,67,1454500977,110230057,1.006,0.9919549999999999,-0.001339213712653,-0.13393000000000002,17826855.0,1.24084,1453815509.849962,1453815509.849962,,1.16,-13.7483,2025-02-03T02:27:35.484Z,0.938168,6.58704,2024-08-05T01:11:45.298Z,,2025-03-12T21:20:23.679Z,0.998605,1.198326
sonic-3,s,Sonic (prev. FTM),https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.44401,1409582393.0,68,1409582393,133365040,0.45569699999999996,0.41162699999999997,0.00505882,1.15248,17806241.0,1.27939,3175000000.0,3175000000.0,,1.029,-56.96171,2025-01-04T21:35:44.705Z,0.359647,23.19499,2025-02-03T02:11:37.229Z,,2025-03-12T21:20:23.060Z,0.44401,0.532812
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.867837,1406558720.0,69,3727464620,153828125,0.874589,0.811603,-0.006372813199658001,-0.7289800000000001,-9502850.83012247,-0.67108,1620705846.0,4294967296.0,4294967296.0,4.84,-82.18663,2024-03-06T08:35:50.817Z,0.402159,114.57547,2022-06-18T20:54:52.178Z,,2025-03-12T21:20:21.033Z,0.867837,1.0414044
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.511327,1371010790.0,70,3566467096,89740093,0.53457,0.500591,-0.007377800470829,-1.42235,-22291692.086156845,-1.59992,2690911111.1,6999978412.092116,10000000000.0,2.0,-74.66898,2024-01-31T15:02:47.304Z,0.45441299999999996,11.4897,2025-03-11T01:10:59.343Z,,2025-03-12T21:20:18.997Z,0.511327,0.6135923999999999
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.05,1353732804.0,71,1574639043,95635,11.15,10.84,-0.005245833338957001,-0.047470000000000005,1282571.0,0.09483000000000001,122561753.8513356,142561753.8513356,,28.83,-61.73152,2021-12-01T15:09:35.541Z,0.342863,3117.83257,2019-02-07T00:00:00.000Z,,2025-03-12T21:20:18.456Z,11.05,13.26
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,83144.0,1305704973.0,72,1305708514,3669587,83657.0,80742.0,422.81,0.5111300000000001,3316154.0,0.25462,15688.24398781356,15688.28653257724,21000000.0,108929.0,-23.68715,2025-01-20T07:17:19.296Z,49058.0,69.44715,2024-08-05T06:28:45.311Z,,2025-03-12T21:20:22.942Z,83144.0,99772.8
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,0.501871,1305318035.0,73,1360204774,201419049,0.514351,0.46182399999999996,0.01512839,3.10809,37422615.0,2.95155,2604959126.672,2714493896.672,2714493896.672,3.45,-85.52341,2024-03-28T17:21:18.050Z,0.008169590000000001,6020.78304,2020-03-13T02:24:18.347Z,"{'times': 4.788596411507175, 'currency': 'usd', 'percentage': 478.85964115071755}",2025-03-12T21:20:21.215Z,0.501871,0.6022451999999999
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,1902.2,1150827297.0,74,1150827297,45258203,1947.38,1827.65,-43.85363406890065,-2.25346,-26207806.745236397,-2.2266,604999.999959841,604999.999959841,,4098.26,-53.64981,2024-12-06T20:27:27.286Z,1790.63,6.08291,2025-03-11T01:17:39.749Z,,2025-03-12T21:20:24.794Z,1902.2,2282.64
movement,move,Movement,https://coin-images.coingecko.com/coins/images/39345/large/movement-testnet-token.png?1721878759,0.467956,1123605595.0,75,4681689980,91751711,0.502859,0.460213,-0.033551714889017,-6.6901600000000006,-79978012.72202301,-6.64499,2400000000.0,10000000000.0,10000000000.0,1.45,-67.84913,2024-12-10T04:05:51.093Z,0.378282,23.22619,2025-03-04T16:40:46.804Z,,2025-03-12T21:20:19.386Z,0.467956,0.5615471999999999
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,75.42,1096161328.0,76,1101310212,35626587,77.61,73.39,-1.457785313017765,-1.8963200000000002,-18532921.59877491,-1.6626,14544176.164091088,14612493.0,14612493.0,427.42,-82.4062,2021-09-11T09:15:00.668Z,0.215773,34751.30528,2018-08-23T00:00:00.000Z,"{'times': 16.04713233037362, 'currency': 'eth', 'percentage': 1604.713233037362}",2025-03-12T21:20:21.670Z,75.42,90.504
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,1971.34,1078518836.0,77,1078518836,3084153,2020.02,1911.1,-44.034928888458126,-2.18495,-21232070.97746086,-1.93063,546730.2932315724,546730.2932315724,,4216.2,-53.39013,2024-12-06T20:31:16.142Z,1862.59,5.50698,2025-03-11T01:10:28.160Z,,2025-03-12T21:20:18.439Z,1971.34,2365.6079999999997
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.07,1070679238.0,78,1070679238,10423380,1.071,1.004,0.035196160000000004,3.39983,36426063.0,3.52197,1000000000.0,1000000000.0,1000000000.0,4.07,-73.83667,2021-05-12T14:37:47.535Z,0.04515276,2257.14631,2018-09-13T00:00:00.000Z,"{'times': 9.7043033590934, 'currency': 'usd', 'percentage': 970.43033590934}",2025-03-12T21:20:20.185Z,1.07,1.284
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.067087,1052807204.0,79,2547623292,34890713,0.07033099999999999,0.06543199999999999,-0.0025690872211920003,-3.68824,-39457269.50483322,-3.61243,15694413537.0,37977944421.6,,0.19275399999999998,-65.18688,2021-08-21T04:39:48.324Z,0.00039532,16874.61777,2019-07-22T00:00:00.000Z,"{'times': 3.68961638982532, 'currency': 'eth', 'percentage': 368.96163898253207}",2025-03-12T21:20:18.753Z,0.067087,0.08050439999999999
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,6.57,997202828.0,80,11501880197,87196887,6.57,6.26,0.206707,3.24695,-5109151775.6435,-83.66942,157057306.7600001,1811550078.19,,8.99,-26.94508,2025-02-23T01:52:21.073Z,0.01726188,37927.44552,2023-10-12T17:25:09.068Z,,2025-03-12T21:20:19.826Z,6.57,7.884
dexe,dexe,DeXe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,17.34,990333120.0,81,1673649450,9958757,17.67,17.28,-0.23130180949443901,-1.316,-12267536.167542577,-1.22357,57103774.56313077,96504599.33609451,,32.38,-46.44175,2021-03-08T13:29:57.935Z,0.671563,2482.43304,2020-11-06T19:31:40.144Z,,2025-03-12T21:20:25.847Z,17.34,20.808
usual-usd,usd0,Usual USD,https://coin-images.coingecko.com/coins/images/38272/large/USD0LOGO.png?1716962811,0.9977119999999999,978353459.0,82,978353459,12586206,0.9980819999999999,0.9974449999999999,0.00014655,0.014690000000000002,-2131587.311739087,-0.2174,980560379.832311,980560379.832311,,1.33,-24.74427,2024-07-12T08:28:59.311Z,0.9764149999999999,2.17636,2025-01-20T17:07:15.786Z,,2025-03-12T21:20:26.082Z,0.9977119999999999,1.1972543999999998
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1137.98,969604686.0,83,999469160,104901826,1156.26,1049.52,-16.81114568848602,-1.45577,-13637187.318121195,-1.38696,852091.889833023,878336.8909203953,1005577.0,6292.31,-81.99338,2021-05-03T21:54:29.333Z,168.36,572.99208,2020-03-16T20:52:36.527Z,,2025-03-12T21:20:24.170Z,1137.98,1365.576
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,0.63356,960769262.0,84,960769262,34265474,0.6512789999999999,0.592436,0.01020753,1.63752,16475467.0,1.7447400000000002,1516656175.46348,1516656175.46348,1818000000.0,3.86,-83.62783,2024-04-01T12:34:58.342Z,0.04559639,1287.55108,2020-03-13T02:29:26.415Z,"{'times': 4.279667411030759, 'currency': 'usd', 'percentage': 427.96674110307583}",2025-03-12T21:20:24.356Z,0.63356,0.760272
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,0.5382549999999999,951276581.0,85,1075911490,31771897,0.5379039999999999,0.49954699999999996,0.00686285,1.29148,12638365.0,1.34646,1768317543.3898141,2000000000.0,2000000000.0,9.52,-94.36292,2021-11-26T01:03:01.536Z,0.378055,41.94936,2022-12-31T07:36:37.649Z,,2025-03-12T21:20:18.619Z,0.5382549999999999,0.6459059999999999
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2133.4,944634851.0,86,944634851,9633387,2189.24,2065.17,-52.87848465965726,-2.41865,-21689996.53316903,-2.24459,442767.0003796684,442767.0003796684,,4814.31,-55.71644,2021-12-01T08:03:50.749Z,887.26,140.28351,2022-06-18T20:55:45.957Z,,2025-03-12T21:20:22.242Z,2133.4,2560.08
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,9.57,934006844.0,87,955728446,130433034,9.91,8.84,0.22011599999999998,2.35478,21368236.0,2.34137,97727220.33,100000000.0,,52.62,-81.84897,2024-03-14T15:06:22.124Z,0.657401,1352.87226,2020-11-03T16:19:30.576Z,,2025-03-12T21:20:18.142Z,9.57,11.484
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01497409,912731097.0,89,1543594022,9680330,0.01566655,0.014596399999999999,-0.000517054322575,-3.33774,-33291338.984799266,-3.5190900000000003,60983663777.00542,103134449073.0268,,0.15007299999999998,-90.06719,2023-01-10T03:14:05.921Z,0.00827405,80.15916,2023-10-19T03:35:41.663Z,,2025-03-12T21:20:17.070Z,0.01497409,0.017968908
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.8319679999999999,912479613.0,88,8294138920,158181216,0.837507,0.775077,0.01891622,2.3265700000000002,18774052.0,2.1007,1100149903.556309,10000000000.0,10000000000.0,11.74,-92.95887,2024-03-10T00:10:42.330Z,0.7085889999999999,16.6645,2025-03-11T01:11:28.418Z,,2025-03-12T21:20:26.982Z,0.8319679999999999,0.9983615999999998
theta-token,theta,Theta Network,https://coin-images.coingecko.com/coins/images/2538/large/theta-token-logo.png?1696503349,0.901458,901378122.0,90,901378122,26508627,0.907841,0.8348639999999999,0.02681464,3.06578,29414820.0,3.3734,1000000000.0,1000000000.0,1000000000.0,15.72,-94.274,2021-04-16T13:15:11.190Z,0.04039979,2128.00976,2020-03-13T02:24:16.483Z,"{'times': 5.00971745405901, 'currency': 'usd', 'percentage': 500.971745405901}",2025-03-12T21:20:25.209Z,0.901458,1.0817496
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.092597,883979895.0,91,998727283,47867983,0.094362,0.087686,0.00022681,0.24554,3161602.0,0.35894000000000004,9548531509.16547,10788004319.0,10788004319.0,2.84,-96.75032,2021-02-12T07:28:45.775Z,0.052051,77.40277,2022-11-22T10:05:03.503Z,,2025-03-12T21:20:27.411Z,0.092597,0.11111639999999999
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.187237,872079453.0,92,1872419653,95207014,0.19478499999999999,0.178346,-0.007377308509800001,-3.7907200000000003,-33931826.379812,-3.74519,4657499999.0,10000000000.0,,1.1400000000000001,-83.6577,2024-03-16T02:30:23.904Z,0.09536399999999999,95.31122,2023-10-19T08:05:30.655Z,,2025-03-12T21:20:23.055Z,0.187237,0.22468439999999998
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,0.999655,847646004.0,93,847646004,12702009,1.003,0.996085,-0.0008184330756930001,-0.0818,1149988.0,0.13585,847898388.362233,847898388.362233,,1.027,-2.68147,2024-04-14T06:51:56.926Z,0.9459329999999999,5.6365,2024-12-05T22:30:30.789Z,,2025-03-12T21:20:20.596Z,0.999655,1.1995859999999998
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,131.56,845540316.0,94,845540316,3711692,135.44,126.13,-0.27823396348310303,-0.21104,-10296421.57782793,-1.20308,6466869.396350435,6466869.396350435,,297.96,-56.25564,2025-01-19T11:30:53.744Z,118.29,10.18253,2025-03-11T01:11:46.882Z,,2025-03-12T21:20:22.984Z,131.56,157.87199999999999
solv-protocol-solvbtc-bbn,solvbtc.bbn,Solv Protocol SolvBTC.BBN,https://coin-images.coingecko.com/coins/images/39384/large/unnamed.png?1721961640,82801.0,828467290.0,95,828467290,355475,83277.0,80464.0,589.75,0.7173600000000001,5647882.0,0.6864100000000001,10006.72287651819,10006.72287651819,21000000.0,117077.0,-29.2873,2025-01-20T07:15:49.114Z,11402.13,626.07503,2024-09-10T17:58:43.974Z,,2025-03-12T21:20:23.207Z,82801.0,99361.2
lido-dao,ldo,Lido DAO,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,0.9192279999999999,824344081.0,96,918384142,128404627,0.946209,0.878439,-0.026680293843449002,-2.8205999999999998,-23374088.259614706,-2.7572900000000002,897602695.87191,1000000000.0,1000000000.0,7.3,-87.56703,2021-08-20T08:35:20.158Z,0.40615,123.55401,2022-06-18T20:55:12.035Z,,2025-03-12T21:20:19.764Z,0.9192279999999999,1.1030735999999999
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.0580000000000002e-05,818796877.0,97,939758848,93133050,1.0760000000000002e-05,1.009e-05,-3.3037054005e-08,-0.31142000000000003,-2173598.296262026,-0.26476,77419592329436.58,88856893446988.55,88856893446988.55,5.8250000000000006e-05,-82.00598,2024-11-20T04:01:06.465Z,8.6142e-08,12067.68903,2022-12-29T22:48:46.755Z,,2025-03-12T21:20:23.955Z,1.0580000000000002e-05,1.2696000000000002e-05
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.498994,756672581.0,98,1047549150,88791222,0.504346,0.47285000000000005,0.00218109,0.43902,4116770.0,0.5470400000000001,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.80117,2018-04-29T07:50:33.540Z,0.402746,23.994320000000002,2024-11-04T21:55:59.771Z,"{'times': -0.49596544078570104, 'currency': 'usd', 'percentage': -49.59654407857018}",2025-03-12T21:20:26.679Z,0.498994,0.5987928
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,2010.66,755096058.0,99,755096058,9807458,2066.86,1952.68,-46.54818597481585,-2.26269,-18301354.681117535,-2.3663600000000002,375490.7684914775,375490.7684914775,,4729.53,-57.58168,2024-03-27T05:26:27.333Z,1896.19,5.80065,2025-03-11T00:57:41.551Z,,2025-03-12T21:20:19.351Z,2010.66,2412.792
gala,gala,GALA,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,0.0166234,722126896.0,100,722126902,76449017,0.01671125,0.01536294,0.00055996,3.48595,24837980.0,3.56208,43472896897.31367,43472897261.15076,50000000000.0,0.8248369999999999,-97.98774,2021-11-26T01:03:48.731Z,0.00013475,12217.59225,2020-12-28T08:46:48.367Z,,2025-03-12T21:20:17.423Z,0.0166234,0.01994808
